Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CA,2014,"7         ",Female,12,Right-Handed,152,23,153,2,Car,15,0.877,44,Dancing,1000,1000,1000,1000,925,925,22,"Right foot",60,70,"Ring finger",May,Spring,No,No,"No favorite",Water,History,9,12,3,"Yes - broadband connection","In person",4,9,10,2,6,4,9,3,2,1,3,4,0,2,Some,"Graduate degree",Pop,"Freeze time",Happy,"Doctor or nurse","International aid"
USA,CO,2015,"7         ",Female,13,Right-Handed,165,22,170,1.5,Bicycle,10,0.757,45,Other,900,600,800,900,200,500,22,"Same length",90,80,"Index finger",March,Summer,No,No,"Rice/Noodle dishes",Milk,Music,8,10,3,"Yes - broadband connection",Other,1,2,2,0,4,5,4,0,0,0.5,2,0,0,1,"A lot","Graduate degree",Other,Telepathy,Happy,Other,"International aid"
USA,MA,2016,"6         ",Female,11,Right-Handed,152,23,152,2,Bus,120,0.53,43,Swimming,800,650,1000,1000,999,1000,25,"Left foot",90,70,"Index finger",September,Summer,No,No,Pizza/Pasta,Water,"Social studies",9,7,6,"Yes - broadband connection","Cell phone",5,24,5,6,2,10,7,1,6,2,2,3,1,2,None,"Graduate degree",Pop,Invisibility,Healthy,"Coach or club leader",Environment
USA,NC,2017,"6         ",Female,11,Left-Handed,62,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2013,"8         ",Female,13,Right-Handed,151,21,151,1,Bus,30,0.385,57,Swimming,984,947,1000,444,21,139,21,"Same length",90,70,"Index finger",July,Summer,No,No,Seafood,Juice,Languages,9,8,5,"Yes - other","Text messaging",30,35,,,,,,,,,,,,,,,,,,,
USA,NC,2014,"8         ",Female,13,Ambidextrous,109,30,163,3,Car,5,0.56,49,Other,610,257,32,21,1000,1000,26,"Right foot",90,80,"Same length",September,Summer,No,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",7,2,5,"Yes - broadband connection","Internet chat or instant messaging",100,400,92,34,2,70,21,3,136,136,136,165,4,189,"A lot","Some college","Rap/Hip hop","Freeze time",Rich,Other,Other
USA,NY,2012,"7         ",Female,12,Right-Handed,170,23.5,201,1,Car,5,.499,42,Basketball,900,400,0,0,900,800,24,"Left foot",66,74,"Ring finger",January,Summer,No,No,Poultry,Milk,English,8,10,4,"No internet connection","Text messaging",550,500,50,3,7,100,50,5,5,150,5,20,0,6,"Very little",Other,Pop,Telepathy,Happy,Other,"International aid"
USA,MD,2014,"7         ",Female,12,Right-Handed,154,27,155,1,Bus,30,,,Baseball/Softball,5,50,50,100,1000,999,8.5,"Right foot",8.5,7.5,"Index finger",December,Summer,Yes,No,Desserts,"Soft drink (caffeinated)",Music,9,11,4,"Yes - other","Cell phone",0,,2,1,1,0,0,,,1,3,3,,,Some,"Undergraduate degree","Rap/Hip hop","Freeze time",Healthy,"Sports person","Wildlife, animals"
USA,MD,2014,"7         ",Female,13,Right-Handed,170,124,170,1,Bus,30,0.686,64,Other,1000,1000,1000,1000,10,50,124,"Same length",7,7,"Same length",May,Spring,Yes,No,"No favorite",Water,English,6,8,3,"Yes - other","Text messaging",3,2,0,0,2,48,0,0,0,0,0,1,0,1,Some,"Graduate degree",Other,Fly,Happy,Relative,Health
USA,WA,2016,"6         ",Female,12,Right-Handed,1.61,25,"159 ",2,Car,15,0.492,78,Other,545,786,1000,433,200,1000,25,"Same length",90,80,"Index finger",December,Winter,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",Other,8,11,5,"Yes - broadband connection","Cell phone","15 ",120,3,10,12,12,4,1,12,12,12,10,1,1,Some,"Graduate degree",Other,Fly,Healthy,"Doctor or nurse","International aid"
USA,CT,2015,"7         ",Female,13,Ambidextrous,56,19,61,2,Car,1,4.608,60,Other,0,0,0,0,0,1000,19,"Same length",7,7,"Same length",November,Spring,Yes,No,Pizza/Pasta,"Powdered drink",Music,5,0,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",280,288,0,2,1,200,72,1,6,12,24,2,100,3,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,Environment
USA,MD,2014,"8         ",Female,13,Right-Handed,156,21.5,148,1,Bus,1,.406,25,Other,16,80,11,5,102,1000,22,"Left foot",70,70,"Same length",June,Summer,Yes,No,Desserts,Water,"Physical education",9,5,3,"Yes - other","Text messaging",15,13,8,1,5,7,9,0,2,8,7,2,1,2,Some,"Graduate degree",Pop,Telepathy,Healthy,Relative,Religious
USA,WI,2016,"7         ",Female,12,Right-Handed,151.5,21.5,,1,Bus,45,.466,45,Dancing,529,385,856,701,27,176,22,"Left foot",90,82,"Index finger",June,Summer,No,No,"Rice/Noodle dishes",Water,"Computers and technology",8,10,5,"Yes - broadband connection","Internet chat or instant messaging",8,8,2,.5,.5,3,2,4,2,2,5,8,0,1.5,"Very little","Graduate degree",Pop,Invisibility,Healthy,Friend,Health
USA,WI,2014,"8         ",Female,13,Left-Handed,165,26,131,1,Car,6,0.745,49,Other,28,700,555,555,1000,1000,25,"Right foot",80,70,"Index finger",April,Summer,Yes,No,Pizza/Pasta,Water,Other,6,11,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",10,11,25,.5,1,0,1,0,12,9,9,1,0,1,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,"Education/Youth development"
USA,WA,2016,"6         ",Female,11,Right-Handed,158,24,40,3,Car,10,0.64,35,Soccer,900,850,980,990,500,700,23,"Right foot",90,80,"Index finger",June,Winter,Yes,No,Seafood,Juice,Art,7,8,5,"Yes - other","Internet chat or instant messaging",100,500,,,,,,,,,,,,,,,,,,,
USA,MD,2016,"6         ",Female,11,Left-Handed,149,24,151,1,Bus,15,.46,35,Baseball/Softball,396,497,251,107,492,492,23,"Right foot",80,70,"Index finger",July,Summer,Yes,No,Meat,Juice,,9,10,6,"Yes - other","Text messaging",5,82,5,,,,,,,,,,,,,,,,,,
USA,KS,2016,"8         ",Female,14,Right-Handed,162.6,23,161,2,Car,15,0.407,36,Other,0,0,100,50,1000,1000,22,"Right foot",75,70,"Index finger",October,Fall,Yes,No,Pizza/Pasta,Tea,Music,5.5,5.5,4,"Yes - broadband connection","Text messaging",50,50,20,1,1,15,10,1,7,9,10,3,0,10,"A lot",Other,Country,Telepathy,Famous,Relative,Religious
USA,NY,2015,"6         ",Female,11,Right-Handed,158,22,156,1,Car,15,.744,46,Baseball/Softball,1000,1000,1000,1000,0,0,23,"Left foot",60,60,"Same length",August,Summer,No,,Salads,Tea,Art,9,7,4,"Yes - other","In person",0,0,12,1,3,20,7,3,0,0,1,5,0,1,"A lot","Undergraduate degree",Pop,Fly,Healthy,Relative,"Wildlife, animals"
USA,NC,2013,"6         ",Female,99999,Ambidextrous,99999,99999,99999,99999,Other,99999,00000,00000,"Football (American)",0,0,0,0,10000,10000,99999,"Same length",99999,99999,"Same length",January,Winter,Yes,Yes,Poultry,"Energy drink",Other,00000,00000,99999,"Yes - dial-up connection",Other,99999,99999,99999,99999,00000,1,99999,99999,99999,99999,99999,99999,0,0,None,"Graduate degree","Rap/Hip hop","Super strength",Rich,Other,Other
USA,WI,2016,"7         ",Female,12,Left-Handed,130,20,131,1,Car,25,1.7,44,Gymnastics,904,1000,604,492,27,198,21,"Left foot",75,78,"Ring finger",June,Summer,No,No,Desserts,"Soft drink (non-caffeinated)",Art,8,11,4,"Yes - other","Text messaging",40,30,7,1,2,5,2,2,1,1,3,5,0,1,Some,"Undergraduate degree","Rock and roll",Invisibility,Rich,Friend,"Wildlife, animals"
USA,CT,2015,"8         ",Female,13,Right-Handed,180,8,57,1,Car,5,0.498,41,Swimming,1000,1999,1000,1999,50,1000,8,"Right foot",78,09790,"Ring finger",July,Fall,No,No,Pizza/Pasta,Coffee,Science,8,12,3,"Yes - broadband connection","Text messaging",56,100,2,5,3,5,1,6,6,3,0,6,0,0,Some,"High school","Rap/Hip hop",Telepathy,Happy,"Business person",Health
USA,NC,2016,"6         ",Female,11,Right-Handed,154,23,162,1,Car,8,0.471,55,Soccer,1000,500,600,900,50,500,23,"Same length",75,70,"Index finger",July,Spring,Yes,No,Fruit,Juice,"Physical education",9,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,25,8,3,5,13,9,3,15,10,17,6,0,7,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Famous,"Sports person","Arts, culture, sports"
USA,MA,2015,"8         ",Female,14,Right-Handed,168,21.5,168,1,Bus,25,1.158,77,Dancing,1000,1000,1000,1000,1000,1000,22.5,"Left foot",80,80,"Same length",February,Fall,No,No,Seafood,Tea,Music,6,5,2,"Yes - other","In person",30,50,10,0,12,9,2,0,3,3,6,7,2,3,"A lot","Graduate degree",Other,Fly,Healthy,"Musician or singer","Wildlife, animals"
USA,OH,2011,"6         ",Female,11,Right-Handed,159.5,22,159,2,Bus,30,0.375,49,Dancing,1000,1000,1000,,1000,1000,22.5,"Left foot",100,100,"Same length",September,Summer,No,No,Pizza/Pasta,"Powdered drink","Physical education",9,7,5,"Yes - broadband connection","Text messaging",50,50,36,10,11,12,15,7,0,8,7,8,2,5,,"Graduate degree",Country,Invisibility,Rich,Other,Health
USA,IN,2016,"8         ",Female,14,Right-Handed,162.4,23.5,,3,Bus,"10 ",0.441,45,Gymnastics,492,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2014,"8         ",Female,14,Right-Handed,164,21,173,1,Bus,10,0.537,43,Soccer,100,95,90,75,50,100,21,"Same length",70,65,"Index finger",September,Fall,No,No,Pizza/Pasta,Juice,"Mathematics and statistics",7,10,9,"Yes - other","Text messaging",8,15,6,2,6,5,10,4,3,4,2,4,10,4,Some,"Graduate degree","Rap/Hip hop",Invisibility,Healthy,Friend,"Education/Youth development"
USA,IL,2014,"6         ",Female,11,Right-Handed,120,168,142,2,Walk,12,0.577,49,Soccer,802,1000,684,834,925,1000,168,"Same length",6.1,5.9,"Index finger",June,Summer,No,No,Desserts,"Sports drink","Social studies",9,10,5,"Yes - other","Text messaging",40,40,20,0,5,7,16,0,19,20,5,4,0,2,Some,"Graduate degree",Pop,Fly,Happy,Other,Health
USA,DC,2010,"7         ",Female,12,Right-Handed,155.5,25,162,2,Car,20,0.318,35,Dancing,193,722,503,,770,898,25.50,"Left foot",80,90,"Ring finger",June,Summer,Yes,No,Desserts,Tea,"Mathematics and statistics",7,7,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,120,10,15,1,3,2,0,20,50,25,1,0,2,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,Relative,"Arts, culture, sports"
USA,CA,2014,"7         ",Female,12,Right-Handed,162,23,131,2,Car,20,0.486,41,Swimming,0,300,800,400,180,250,23,"Same length",55,70,"Ring finger",March,Summer,No,,Meat,Water,Music,9,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,11,5,2,10,1,5,8,8,8,8,8,2,3,"A lot","Graduate degree",Other,"Freeze time",Famous,Other,"Wildlife, animals"
USA,WI,2013,"8         ",Female,14,Right-Handed,158,9,154,2,Bus,30,0.422,37,"Martial Arts",50,50,500,20,1000,1000,10,"Same length",6,6,"Same length",September,Summer,Yes,No,Fruit,"Soft drink (caffeinated)",English,6,11,5,"Yes - broadband connection","Cell phone",0,0,1,3,6,.5,4,0,0,1,5,2,2,1,"A lot",Other,Country,Fly,Famous,Friend,Religious
USA,NY,2016,"6         ",Female,11,Left-Handed,60,22,51,1,Bus,9,0.394,43,Dancing,743,743,749,743,743,21,21,"Right foot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2015,"8         ",Female,14,Right-Handed,160,23.5,162,1,Car,12,0.437,52,Swimming,1,1,1,1,1,1000,24,"Left foot",60,60,"Same length",September,Summer,Yes,No,"No favorite",Milk,"Physical education",7,3,6,"Yes - broadband connection","Text messaging",329,400,24,7,2,52,4,1,20,15,10,9,0,1,None,"Graduate degree",Other,"Super strength",Rich,Actor,Religious
USA,NY,2015,"6         ",Female,11,Right-Handed,134,22,133,1,Bicycle,45,.512,49,Soccer,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AR,2016,"7         ",Female,49,Right-Handed,165,23,167,2,Car,19,0.484,84,Swimming,400,400,600,600,900,950,23,"Same length",62,66,"Ring finger",July,Summer,Yes,No,Fruit,Water,"Mathematics and statistics",6,7,2,"Yes - broadband connection","In person",20,20,5,1,1,8,1,0,4,3,5,7,50,10,"A lot",,Country,Fly,Healthy,Relative,Health
USA,CA,2013,"7         ",Female,13,Right-Handed,,,,2,Car,15,0.514,38,Baseball/Softball,0,1000,267,155,652,1000,,"Right foot",,,"Index finger",March,Summer,No,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",9,10,3,"Yes - dial-up connection","Cell phone",5,5,0,0,1,6,2,1,8,8,24,7,1,2,Some,"Some college","Rap/Hip hop","Freeze time",Happy,Relative,"Arts, culture, sports"
USA,WI,2013,"8         ",Female,14,Left-Handed,170,22,170,1,Car,15,0.25,29,Baseball/Softball,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2015,"8         ",Female,13,Right-Handed,157,22.5,,3,Car,5,0.466,51,Soccer,800,750,900,950,1000,1000,,"Same length",,,"Same length",October,Winter,No,No,Pizza/Pasta,"Sports drink",Science,5,7,4,"Yes - broadband connection","Text messaging",150,170,70,30,80,90,80,20,90,90,90,10,10,90,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,Teacher,"International aid"
USA,CT,2015,"6         ",Female,11,Right-Handed,168,25,116,2,Car,5,0.513,43,Baseball/Softball,588,722,599,663,166,166,25,"Same length",80,70,"Index finger",August,Summer,Yes,No,Desserts,"Powdered drink","Mathematics and statistics",6,4,4,"Yes - other","Text messaging",14,18,10,3,2,4,3,2,2,1,2,1,0,2,Some,"Graduate degree","Rap/Hip hop","Super strength",Happy,Teacher,"International aid"
USA,WI,2013,"8         ",Female,12,Right-Handed,166,22,161,1,Bus,20,.748,47,Other,900,950,1000,820,1000,1000,23,"Left foot",75,72,"Index finger",July,Winter,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",9,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",25,40,20,1,5,5,15,3,6,4,4,7,0,5,Some,"Graduate degree",Pop,Invisibility,Healthy,"Business person",Health
USA,IL,2016,"6         ",Female,11,Right-Handed,8.5,5,149,2,Bus,5,1.996,76,Tennis,246,53,326,251,466,1000,5,"Same length",6,6.5,"Ring finger",July,Spring,No,No,Fruit,Water,Art,"6 ",9,4,"Yes - other","In person",0,1,0,0,99,50,5,0,10,1,80,5,5,70,"Very little","Less than high school",Pop,Telepathy,Happy,"Doctor or nurse","International aid"
USA,MN,2014,"8         ",Female,12,Right-Handed,148,20.5,151,2,Bus,20,0.499,57,Walking/Hiking,500,1000,1000,1000,1000,750,20.5,"Same length",19.2,7.6,"Same length",May,Summer,No,No,Other,Juice,Music,10,10,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",400,21,0,5,0,10,10,0,1,25,0,2,0,30,"A lot","Some college",Other,"Freeze time",Healthy,Teacher,"International aid"
USA,MS,2015,"8         ",Female,40,Right-Handed,,10,159,1,Car,40,1.137,98,Dancing,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2016,"7         ",Female,12,Right-Handed,163,23.5,156,1,Bus,5,.529,56,"Table Tennis",500,500,510,300,850,650,24,"Left foot",67,64,"Index finger",August,Spring,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",8.5,7,5,"Yes - other","Text messaging",2,1,5,3,1,6,1,20,20,3,30,4,0,14,"Very little","Undergraduate degree",Country,Telepathy,Healthy,Teacher,"Arts, culture, sports"
USA,NC,2016,"6         ",Female,11,Right-Handed,150.4,24.4,,2,Bus,10,.407,31,Soccer,900,990,1000,1000,50,100,24.4,"Same length",,,"Ring finger",August,Summer,No,No,"No favorite",Juice,Art,7,10,4,"Yes - broadband connection","Text messaging",15,20,20,5,5,20,3,5,5,5,2,10,0,8.5,Some,"Graduate degree",Pop,Telepathy,Healthy,"Doctor or nurse",Health
USA,GA,2011,"6         ",Female,11,Right-Handed,152,25,160,1,Bus,45,0.312,40,Basketball,1000,999,100,,500,500,25,"Same length",100,100,"Same length",February,Summer,No,No,Seafood,"Sports drink",Music,10,6,4,"Yes - broadband connection","Text messaging",203,202,4,0,1,1,10,2,0,20,2,30,0,1,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Environment
USA,NC,2013,"6         ",Female,12,Right-Handed,150,23.2,157,1,Car,10,.409,43,Dancing,492,257,5,11,1000,1000,22.2,"Left foot",70,60,"Index finger",January,Spring,Yes,No,Meat,"Soft drink (caffeinated)","Physical education",10.30,10.30,3,"Yes - other","Text messaging",50,50,100,0,6,2,100,12,12,10,17,20,0,4,Some,Other,Pop,Telepathy,Healthy,"Religious figure",Religious
USA,WI,2013,"8         ",Female,13,Right-Handed,159,22.5,156,1,Bus,70,.291,34,None,10,7,6,7,2,2,21.5,"Right foot",80,70,"Index finger",May,Spring,Yes,No,"No favorite",Water,Art,4,3,6,"Yes - other","In person",0,0,1,1,7,2,2,1,0,1,2,3,0,4,"A lot",Other,"Rap/Hip hop",Telepathy,Happy,"Musician or singer","Wildlife, animals"
USA,AR,2016,"8         ",Female,13,Right-Handed,168,26,173,1,Bus,37,0.507,37,Dancing,503,786,631,749,326,791,26,"Same length",80,90,"Ring finger",November,Fall,Yes,No,"Rice/Noodle dishes",,Science,7,6,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",100,100,8,1,1,4,1,1,11,11,10,6,0,2,Some,"Graduate degree",Pop,Telepathy,Healthy,Relative,"International aid"
USA,PA,2015,"6         ",Female,12,Right-Handed,142,20,"137 ",1,Bus,15,.401,46,Dancing,920,941,706,775,198,198,21,"Same length",72,78,"Ring finger",October,Summer,No,No,Seafood,,English,"12 ",10,3,"Yes - other","Text messaging",0,0,20,3,7,15,10,15,18,15,20,13,0,16,Some,"Undergraduate degree",Pop,Invisibility,Happy,Friend,"Wildlife, animals"
USA,IL,2014,"6         ",Female,12,Left-Handed,154,24,161,2,Car,1,0.484,77,Gymnastics,900,900,900,900,500,600,23.5,"Right foot",75,65,"Index finger",April,Summer,Yes,No,Poultry,Water,Music,7,9,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",5,4,5,1,3,1,4,1,10,2,10,2,0,1,"Very little","Graduate degree","Punk rock",Invisibility,Happy,"Musician or singer","Education/Youth development"
USA,WI,2016,"7         ",Female,12,Right-Handed,161,35,161,1,Bus,15,.33,57,Baseball/Softball,1000,476,674,545,278,674,34,"Right foot",64,81,"Ring finger",September,Fall,Yes,No,"No favorite",Water,Other,7,4,4,"Yes - broadband connection","Cell phone",100,100,15,2,1,2,,,,,,,,,,,,,,,
USA,DC,2010,"6         ",Female,12,Right-Handed,58.5,8.5,57,1,Car,30,0.37,61,Other,1000,588,273,,1000,1000,8.5,"Same length",700,600,"Index finger",March,Summer,No,No,Meat,"Soft drink (caffeinated)","Physical education",8,13,4,"Yes - other","Internet chat or instant messaging",13,10,45,3,10,14,2,2,16,3,40,5,0,0,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Famous,Other,"Education/Youth development"
USA,MA,2016,"6         ",Female,12,Right-Handed,150,23,157,1,Bus,25,0.362,50,"Hockey (Ice)",600,500,200,400,000,400,24,"Left foot",8,7,"Index finger",March,Summer,No,No,Fruit,Water,"Physical education",9,11,5,"Yes - broadband connection","Text messaging",15,80,5,1,15,16,12,1,9,3,12,14,1,1,Some,"Graduate degree",Pop,Invisibility,Healthy,Relative,Health
USA,CA,2015,"8         ",Female,14,Right-Handed,157.4,27.94,149.8,2,Car,1,0.4,58,Skateboarding/Rollerblading,1000,1000,1000,1000,500,200,157.4,"Same length",2.5,2.4,"Same length",May,Summer,No,No,Vegetables,Water,Art,6,0,4,"Yes - broadband connection",,,,50,0,18,121,6,0,4,7,10,24,0,1,"A lot","Graduate degree",Other,Telepathy,Happy,"Musician or singer",Health
USA,CA,2015,"7         ",Female,13,Right-Handed,165,25,154,2,Car,35,.43,41,Running/Jogging,936,1000,1000,583,599,711,26,"Left foot",110,80,"Index finger",May,Spring,Yes,No,Pizza/Pasta,Water,"Physical education",10,11,4,"Yes - other","Text messaging",50,52,38,1,5,5,6,1,7,9,2,10,0,3,Some,"Graduate degree",Pop,Telepathy,Happy,"Business person",Health
USA,DC,2010,"6         ",Female,12,Right-Handed,,,,1,Bus,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2016,"7         ",Female,13,Right-Handed,149,22,154,2,Bus,15,,,Gymnastics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2013,"8         ",Female,13,Right-Handed,159,22.5,166.1,2,Bus,10,.571,48,Soccer,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2016,"8         ",Female,14,Right-Handed,150,20,146,1,Bus,60,.593,56,Other,500,999,900,600,700,800,22,"Left foot",75,70,"Index finger",February,Fall,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",10,8,4,"Yes - broadband connection","Text messaging",1,0,3,0,2,4,2,2,1,0,1,2,0,1,Some,"Some college",Country,Invisibility,Happy,Friend,Health
USA,WI,2015,"7         ",Female,12,Right-Handed,164,25.5,164,1,Car,5,0.501,36,Basketball,43,1000,500,53,1000,1000,26,"Left foot",70.5,80,"Ring finger",December,Summer,No,No,Pizza/Pasta,Water,Science,8,7,7,"Yes - other","Text messaging",35,20,45,2,8,4,40,3,20,7,5,20,15,9,"Very little","Graduate degree",Pop,"Super strength",Happy,"Sports person","Wildlife, animals"
USA,PA,2013,"6         ",Female,11,Right-Handed,132,8,123,1,Car,15,0.5,48,Swimming,1000,1000,200,500,21,21,22,"Left foot",60,60,"Same length",June,Summer,Yes,No,Other,Water,"Mathematics and statistics",7,9,5,"Yes - other",Other,0,0,0,1,1,2,2,6,0,1,1,4,0,1,"A lot","Less than high school",Classical,Fly,Happy,Relative,"Wildlife, animals"
USA,IN,2015,"8         ",Female,15,Right-Handed,175,24,161,1,Car,25,.418,40,Running/Jogging,80,70,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CO,2014,"7         ",Female,12,Right-Handed,,,,1.5,Car,25,0.874,57,Dancing,749,834,663,872,989,893,22,"Right foot",80,60,"Index finger",April,Summer,Yes,No,Desserts,Water,Music,10,8,3,"Yes - broadband connection","Text messaging",35,22,4,3,12,2.5,6,10,3,4,18,13,0,3,"A lot","Graduate degree",Pop,Fly,Rich,Other,"Wildlife, animals"
USA,CA,2015,"6         ",Female,11,Right-Handed,,25,,2,Car,25,0.399,39,Swimming,990,663,856,503,995,10002,24,"Left foot",75,78,"Index finger",April,Winter,No,No,"No favorite",Water,Art,8,8,7,"Yes - broadband connection","In person",3,7,6,0,11,5,5,20,1,1,34,0,0,1,"A lot","Graduate degree",Techno/Electronic,Fly,Happy,Relative,"Wildlife, animals"
USA,NY,2016,"6         ",Female,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2016,"8         ",Female,14,Right-Handed,164,26,166,2,Car,"9 ",0.481,56,Dancing,400,400,400,400,700,900,64,"Same length",900,800,"Index finger",April,Fall,Yes,No,Pizza/Pasta,"Sports drink",Music,7,7,3,"Yes - other","Internet chat or instant messaging",100,120,50,20,15,30,40,0,50,60,0,20,0,30,"A lot","Graduate degree",Country,Telepathy,Happy,Relative,Health
USA,GA,2013,"6         ",Female,11,Right-Handed,161,27,167,1,Bus,25,0.344,39,Swimming,487,636,100,246,1000,1000,27,"Same length",100,95,"Index finger",July,Summer,No,No,Pizza/Pasta,Water,Art,6,5,5,"Yes - broadband connection","Text messaging",127,145,2,4,1,3,2,5,59,6,60,7,5,1,Some,"Graduate degree",Other,Invisibility,Healthy,Relative,Religious
USA,IN,2016,"8         ",Female,14,Right-Handed,175,25,175,1,Car,7,.772,40,Other,800,800,700,700,800,90026,26,"Left foot",80,85,"Ring finger",January,Summer,Yes,No,Seafood,"Energy drink","Physical education",7,10,3,"Yes - other","Cell phone",200,200,30,1,0,10,35,0,13,9,0,2,0,0,"Very little","Graduate degree",Pop,Fly,Happy,"Sports person",Other
USA,IL,2014,"6         ",Female,12,Right-Handed,160,24,164,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2016,"7         ",Female,13,Right-Handed,147,23,153.5,2,Walk,10,0.489,42,Gymnastics,500,500,510,520,100,300,23,"Same length",78,70,"Index finger",January,Spring,No,No,"No favorite",Milk,Art,8,10,5,"Yes - other","Text messaging",3,4,3,0.5,0.5,0.5,0,0,2,1,4,0,0,1,Some,"High school",Pop,Fly,Happy,"Community leader or elder","Wildlife, animals"
USA,MO,2012,"7         ",Female,13,Right-Handed,161.3,21,160,1,Car,10,.125,44,Soccer,400,450,200,500,1000,1000,21,"Same length",70,75,"Ring finger",October,Summer,Yes,No,"No favorite",Water,"Physical education",7,8,3,"Yes - other","Text messaging",750,750,54,2,1,2,8,1,1,50,10,5,0,1,Some,"Undergraduate degree",Pop,Telepathy,Rich,Friend,"Wildlife, animals"
USA,RI,2013,"8         ",Female,14,Right-Handed,157.5,23,148,1,Bus,30,.36,46,Other,615,615,594,615,604,604,22,"Left foot",75,70,"Index finger",February,Spring,No,No,Poultry,Milk,English,7,9,6,"Yes - broadband connection","In person",200,300,35,5,3,20,1,4,5,70,40,50,7,7,"Very little","Graduate degree","Rock and roll",Fly,Happy,"Musician or singer",Health
USA,NC,2014,"7         ",Female,12,Right-Handed,188,75,182,3,Bus,2,0.414,60,Athletics,1000,500,500,460,1000,1000,75,"Same length",8,9,"Ring finger",June,Winter,No,No,Desserts,Tea,Music,8,15,3,"Yes - broadband connection","Text messaging",500,1000,7,1,5,24,5,21,7,21,21,0,1,18,Some,"Graduate degree",Classical,Fly,Happy,Other,"Arts, culture, sports"
USA,WI,2013,"8         ",Female,13,Right-Handed,154,23,152,1,Bus,5,.425,33,Swimming,980,500,700,800,900,999,24,"Left foot",80,80,"Same length",February,Winter,No,No,Desserts,Water,Music,8,10,4,"Yes - broadband connection","Text messaging",20,15,5,1,1,2,0,10,7,2,20,2,0,1,"A lot","Graduate degree","Rock and roll",Fly,,Actor,Health
